id1,machine_tag,title,inscription,latitude,longitude,country,area,address,erected,main_photo,colour,organisations,language,lead_subject_id,lead_subject_machine_tag,lead_subject_name,lead_subject_surname,lead_subject_sex,lead_subject_born_in,lead_subject_died_in,lead_subject_type,lead_subject_roles,lead_subject_primary_role,lead_subject_wikipedia,lead_subject_dbpedia,lead_subject_image
2905,openplaques:id=2905,E. V. Knox brown plaque,Born 1881  Editor of Punch  1932-1949  E.V. Knox (Evoe)  Essayist and Poet  lived here  from 1945  until his death  in 1971,51.55750,-0.18197,United Kingdom,London,108 Frognal,,https://commons.wikimedia.org/wiki/Special:FilePath/Born_1881_Editor_of_Punch_1932-1949_E.V._Knox_(Evoe)_Essayist_and_Poet_lived_here_from_1945_until_his_death_in_1971.jpg?width=640,brown,[],English,4769,openplaques:subject:id=4769,E. V. Knox,Knox,male,1881,1971,man,"[""essayist"", ""editor of Punch"", ""Evoe"", ""poet""]",essayist,https://en.wikipedia.org/wiki/E._V._Knox,http://dbpedia.org/resource/E._V._Knox,
3141,openplaques:id=3141,Olaudah Equiano green plaque,"Olaudah Equiano (1745-1797) ""The African"" lived and published here in 1789 his autobiography on suffering the barbarity of slavery, which paved the way for its abolition",51.51940,-0.13891,United Kingdom,London,"73 Riding House Street, Paddington",2000,https://farm9.staticflickr.com/8488/8227749704_111923aa80_z.jpg,green,"[""City of Westminster""]",English,4780,openplaques:subject:id=4780,Olaudah Equiano,Equiano,male,1745,1797,man,"[""The African"", ""writer"", ""former slave""]",The African,https://en.wikipedia.org/wiki/Olaudah_Equiano,http://dbpedia.org/resource/Olaudah_Equiano,https://commons.wikimedia.org/wiki/Special:FilePath/Olaudah_Equiano_-_Project_Gutenberg_eText_15399.png?width=640
2909,openplaques:id=2909,Walter Besant blue plaque,Sir Walter  Besant  1836 - 1901  Novelist and Antiquarian,51.55720,-0.18228,United Kingdom,London,106 Frognal,,https://commons.wikimedia.org/wiki/Special:FilePath/Walter_Besant_plaque.jpg?width=640,blue,[],English,634,openplaques:subject:id=634,Walter Besant,Besant,male,1836,1901,man,"[""novelist"", ""antiquary"", ""Knight Bachelor""]",novelist,https://en.wikipedia.org/wiki/Walter_Besant,http://dbpedia.org/resource/Walter_Besant,https://commons.wikimedia.org/wiki/Special:FilePath/Walter_Besant_by_Barraud_c1880s.jpg?width=640
2893,openplaques:id=2893,Hector Hugh Munro blue plaque,Hector Hugh Munro  alias  Saki  1870-1916  Short story writer  lived here,51.51746,-0.14224,United Kingdom,London,97 Mortimer Street,,https://farm66.staticflickr.com/65535/52150915715_e6b95fff91_z.jpg,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""English Heritage""]",English,2432,openplaques:subject:id=2432,Hector Hugh Munro,Munro,male,1870,1916,man,"[""short story writer""]",short story writer,https://en.wikipedia.org/wiki/Saki,http://dbpedia.org/resource/Saki,https://commons.wikimedia.org/wiki/Special:FilePath/Hector_Hugh_Munro.jpg?width=640
3774,openplaques:id=3774,T. S. Eliot brown plaque,T. S. Eliot  poet and  publisher  worked here for  Faber and Faber  1925-1965,51.52206,-0.12802,United Kingdom,London,Russell Square,,https://commons.wikimedia.org/wiki/Special:FilePath/T._S._Eliot_poet_and_publisher_worked_here_for_Faber_and_Faber_1925-1965.jpg?width=640,brown,"[""Camden London Borough Council""]",English,1849,openplaques:subject:id=1849,T. S. Eliot,Eliot,male,1888,1965,man,"[""poet"", ""critic"", ""playwright"", ""Order of Merit recipient"", ""publisher"", ""Nobel Literature Laureate""]",poet,https://en.wikipedia.org/wiki/T._S._Eliot,http://dbpedia.org/resource/T._S._Eliot,https://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Stearns_Eliot_by_Lady_Ottoline_Morrell_(1934).jpg?width=640
6232,openplaques:id=6232,Thomas Chatterton blue plaque,In a house on this site Thomas Chatterton died August 24th 1770,51.51840,-0.11068,United Kingdom,London,"39 Brooke Street, EC1",,https://farm8.staticflickr.com/7563/15678893904_28de3aac3c_z.jpg,blue,"[""Corporation of London""]",English,2420,openplaques:subject:id=2420,Thomas Chatterton,Chatterton,male,1752,1770,man,"[""poet"", ""son of Thomas Chatterton""]",poet,https://en.wikipedia.org/wiki/Thomas_Chatterton,http://dbpedia.org/resource/Thomas_Chatterton,https://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Chatterton.jpg?width=640
3302,openplaques:id=3302,Marie Stopes and Reginald Ruggles Gates black plaque,"Marie Carmichael Stopes  1880-1958  Writer, dramatist and poet.  Publicist of the campaign for sexual education.  Advocate of family planning and founder of pioneer  birth control clinic.  Courageous crusader for the rights of women.  Lived here during her first marriage to  R.R. Gates.",51.55820,-0.17428,United Kingdom,London,"Well Walk, Hampstead",,https://farm4.staticflickr.com/3141/2578544780_6da157d1e6_z.jpg,black,"[""Hampstead Plaque Fund""]",English,2170,openplaques:subject:id=2170,Marie Stopes,Stopes,female,1880,1958,woman,"[""writer"", ""dramatist"", ""poet"", ""publicist of the campaign for sexual education"", ""advocate of family planning"", ""founder of Pioneer Birth Control Clinic"", ""courageous crusader for the rights of women"", ""palaeobotanist"", ""pioneer of family planning"", ""lecturer in palaeobotany"", ""social reformer"", ""wife of Reginald Ruggles Gates"", ""wife of Humphrey Verdon Roe"", ""mother of Harry Verdon Stopes-Roe""]",writer,https://en.wikipedia.org/wiki/Marie_Stopes,http://dbpedia.org/resource/Marie_Stopes,"https://commons.wikimedia.org/wiki/Special:FilePath/Marie_Stopes_in_her_laboratory,_1904.jpg?width=640"
702,openplaques:id=702,Evelyn Waugh blue plaque,"Evelyn Waugh (1903-1966), writer, lived here.",51.56960,-0.18612,United Kingdom,London,"145 North End Road, Golders Green, Barnet, NW11",1993,https://farm9.staticflickr.com/8679/16431187779_6241b0c5a6_z.jpg,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""English Heritage""]",English,679,openplaques:subject:id=679,Evelyn Waugh,Waugh,male,1903,1966,man,"[""writer""]",writer,https://en.wikipedia.org/wiki/Evelyn_Waugh,http://dbpedia.org/resource/Evelyn_Waugh,https://commons.wikimedia.org/wiki/Special:FilePath/Evelynwaugh.jpeg?width=640
3752,openplaques:id=3752,Coventry Patmore green plaque,Coventry Patmore 1823-1896 Poet and essayist lived here 1858-1860,51.59030,-0.15766,United Kingdom,London,"Highwood Lodge, 85 Fortis Green",2009,https://commons.wikimedia.org/wiki/Special:FilePath/Coventry_Patmore_1823-1896_Poet_and_Essayist_Lived_Here_1858-1860.jpg?width=640,green,"[""London Borough of Haringey""]",English,533,openplaques:subject:id=533,Coventry Patmore,Patmore,male,1823,1896,man,"[""poet"", ""essayist""]",poet,https://en.wikipedia.org/wiki/Coventry_Patmore,http://dbpedia.org/resource/Coventry_Patmore,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of_Coventry_Patmore.jpg?width=640
4246,openplaques:id=4246,George Orwell black plaque,George Orwell 1903-1950 Writer lived here,51.55880,-0.16175,United Kingdom,London,77 Parliament Hill,,https://farm3.staticflickr.com/2896/14737586136_df8d295af2_z.jpg,black,"[""Hampstead Plaque Fund""]",English,183,openplaques:subject:id=183,George Orwell,Orwell,male,1903,1950,man,"[""novelist"", ""political essayist"", ""essayist"", ""writer"", ""husband of Eileen Blair""]",novelist,https://en.wikipedia.org/wiki/George_Orwell,http://dbpedia.org/resource/George_Orwell,https://commons.wikimedia.org/wiki/Special:FilePath/George_Orwell_press_photo.jpg?width=640
4386,openplaques:id=4386,Richard Jefferies maroon plaque,Richard Jefferies 1848-1887 Nature writer and novelist lived here,51.43401,-0.05641,United Kingdom,London,20 Sydenham Park Road,1987,https://commons.wikimedia.org/wiki/Special:FilePath/Richard_Jefferies_1848-1887_Nature_writer_and_novelist_lived_here.jpg?width=640,maroon,"[""London Borough of Lewisham""]",English,86,openplaques:subject:id=86,Richard Jefferies,Jefferies,male,1848,1887,man,"[""naturalist"", ""writer"", ""novelist"", ""nature writer""]",naturalist,https://en.wikipedia.org/wiki/Richard_Jefferies,http://dbpedia.org/resource/Richard_Jefferies,https://commons.wikimedia.org/wiki/Special:FilePath/Richard_jefferies.jpg?width=640
4392,openplaques:id=4392,Edith Nesbit maroon plaque,Edith Nesbit 1858-1924 Children's writer & poet lived here 1882-1885,51.46646,-0.01880,United Kingdom,London,"28 Elswick Road, Lewisham",1995,https://commons.wikimedia.org/wiki/Special:FilePath/Edith_Nesbit_1858-1924_Children's_writer_&_poet_lived_here_1882-1885.jpg?width=640,maroon,"[""London Borough of Lewisham""]",English,3420,openplaques:subject:id=3420,Edith Nesbit,Nesbit,female,1858,1924,woman,"[""children's writer"", ""poet""]",children's writer,https://en.wikipedia.org/wiki/E._Nesbit,http://dbpedia.org/resource/E._Nesbit,https://commons.wikimedia.org/wiki/Special:FilePath/Nesbit.jpg?width=640
4370,openplaques:id=4370,"Ashley Dukes and Mercury Theatre, Notting Hill Gate blue plaque",Here stood the Mercury Theatre 1931-1987 Founded by Author and Playwright Ashley Dukes 1885-1959 as a new stage for Plays by Poets,51.50984,-0.19878,United Kingdom,London,Ladbroke Road,,https://commons.wikimedia.org/wiki/Special:FilePath/Here_stood_the_Mercury_Theatre_1931_-_1987.jpg?width=640,blue,[],English,5060,openplaques:subject:id=5060,Ashley Dukes,Dukes,male,1885,1959,man,"[""author"", ""playwright"", ""founder of the Mercury Theatre"", ""founder of Mercury Theatre, Notting Hill Gate""]",author,https://en.wikipedia.org/wiki/Ashley_Dukes,http://dbpedia.org/resource/Ashley_Dukes,
4952,openplaques:id=4952,Kenneth Williams green plaque,Kenneth Williams 1926-1988 Comedy actor and writer Born in a house on this site,51.53921,-0.11760,United Kingdom,London,13-15 Bingfield Street,2010,https://commons.wikimedia.org/wiki/Special:FilePath/Kenneth_Williams_1926-1988_Comedy_actor_and_writer_Born_in_a_house_on_this_site.jpg?width=640,green,"[""London Borough of Islington""]",English,2117,openplaques:subject:id=2117,Kenneth Williams,Williams,male,1926,1988,man,"[""comic actor"", ""comedy actor"", ""writer"", ""raconteur""]",comic actor,https://en.wikipedia.org/wiki/Kenneth_Williams,http://dbpedia.org/resource/Kenneth_Williams,
6432,openplaques:id=6432,Charles Lamb and Mary Lamb black plaque,Charles and Mary Lamb  lived here,51.65430,-0.08688,United Kingdom,London,"Clarendon Cottage, 17 Gentlemans Row EN2",,https://s0.geograph.org.uk/photos/30/60/306031_bee5bfe9.jpg,black,"[""London Borough of Enfield""]",English,463,openplaques:subject:id=463,Charles Lamb,Lamb,male,1775,1834,man,"[""writer"", ""essayist"", ""\""Elia\"""", ""son of John Lamb""]",writer,https://en.wikipedia.org/wiki/Charles_Lamb,http://dbpedia.org/resource/Charles_Lamb,https://commons.wikimedia.org/wiki/Special:FilePath/Charles_Lamb_by_Henry_Hoppner_Meyer.jpg?width=640
4966,openplaques:id=4966,Charles Morgan blue plaque,Charles Morgan 1894-1958 Novelist and Critic lived and died here,51.50700,-0.20136,United Kingdom,London,"17 Campden Hill Square, Kensington",,https://farm5.staticflickr.com/4041/4644578554_67ab5d7301_z.jpg,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""English Heritage""]",English,3550,openplaques:subject:id=3550,Charles Morgan,Morgan,male,1894,1958,man,"[""novelist"", ""critic""]",novelist,https://en.wikipedia.org/wiki/Charles_Langbridge_Morgan,http://dbpedia.org/resource/Charles_Langbridge_Morgan,
5034,openplaques:id=5034,Robert Browning maroon plaque,Robert Browning 1812-1889 Poet Lived in a cottage near this site 1841-1846,51.47420,-0.04103,United Kingdom,London,"Haberdashers Aske's School, Jerningham Road, SE14",,https://farm66.staticflickr.com/65535/49960740438_8ce406f23c_z.jpg,maroon,[],English,3562,openplaques:subject:id=3562,Robert Browning,Browning,male,1812,1889,man,"[""poet"", ""husband of Elizabeth Barrett Browning"", ""son of Sarah Wiedeman"", ""father of Robert Barrett Browning""]",poet,https://en.wikipedia.org/wiki/Robert_Browning,http://dbpedia.org/resource/Robert_Browning,https://commons.wikimedia.org/wiki/Special:FilePath/Robert_Browning_later_years.jpg?width=640
5130,openplaques:id=5130,Alfred Tennyson blue plaque,Alfred Lord Tennyson 1908-1892 Poet Laureate lived here,51.45070,-0.31745,United Kingdom,London,"15 Montpelier Row, Twickenham",,https://commons.wikimedia.org/wiki/Special:FilePath/Alfred_Lord_Tennyson_1908-1892_Poet_Laureate_lived_here.jpg?width=640,blue,[],English,96,openplaques:subject:id=96,Alfred Tennyson,Tennyson,male,1809,1892,man,"[""poet"", ""Poet Laureate of the United Kingdom"", ""Baron Tennyson""]",poet,"https://en.wikipedia.org/wiki/Alfred,_Lord_Tennyson","http://dbpedia.org/resource/Alfred,_Lord_Tennyson",https://commons.wikimedia.org/wiki/Special:FilePath/Alfred_Lord_Tennyson_1869.jpg?width=640
5300,openplaques:id=5300,Charles Wesley and John Bray blue plaque,"Adjoining this site stood the house of John Bray, scene of Charles Wesley's evangelical conversion May 21st 1738",51.51700,-0.09826,United Kingdom,London,"13 Little Britain, EC1",,https://farm6.staticflickr.com/5049/5223130313_ed5672edff_z.jpg,blue,"[""Corporation of London""]",English,668,openplaques:subject:id=668,Charles Wesley,Wesley,male,1707,1788,man,"[""Divine"", ""hymn writer"", ""father of Charles Wesley"", ""father of Samuel Wesley"", ""son of Susanna Annesley"", ""son of Samuel Wesley""]",Divine,https://en.wikipedia.org/wiki/Charles_Wesley,http://dbpedia.org/resource/Charles_Wesley,https://commons.wikimedia.org/wiki/Special:FilePath/Charles-Wesley-preaching.jpg?width=640
5452,openplaques:id=5452,"Joseph Conrad, Gilbert Keith Chesterton, John Galsworthy, and Hilaire Belloc green plaque","Site of The Mont Blanc Restaurant where leading writers, including Belloc, Chesterton, Conrad and Galsworthy, met regularly in the early years of the 20th Century",51.51160,-0.13144,United Kingdom,London,15-16 Gerrard Street W1,2010,https://farm66.staticflickr.com/65535/49719091528_4fb08df76e_z.jpg,green,"[""City of Westminster""]",English,208,openplaques:subject:id=208,Joseph Conrad,Conrad,male,1857,1924,man,"[""novelist""]",novelist,https://en.wikipedia.org/wiki/Joseph_Conrad,http://dbpedia.org/resource/Joseph_Conrad,https://commons.wikimedia.org/wiki/Special:FilePath/Joseph_Conrad.PNG?width=640
5554,openplaques:id=5554,Isaac Newton stone plaque,Sir Isaac Newton  Lived in a house on this site  1710-1727,51.50900,-0.13031,United Kingdom,London,Whitcomb Street,,https://farm3.staticflickr.com/2733/4199386815_0d7f64b21f_z.jpg,stone,[],English,626,openplaques:subject:id=626,Isaac Newton,Newton,male,1642,1727,man,"[""Knight Bachelor"", ""scientist"", ""mathematician"", ""philosopher"", ""President of the Royal Society"", ""friend of Arthur Storer""]",scientist,https://en.wikipedia.org/wiki/Isaac_Newton,http://dbpedia.org/resource/Isaac_Newton,"https://commons.wikimedia.org/wiki/Special:FilePath/Sir_Isaac_Newton_by_Sir_Godfrey_Kneller,_Bt.jpg?width=640"
8652,openplaques:id=8652,A. A. Milne blue plaque,A. A. Milne 1882-1956 author lived here,51.48594,-0.17420,United Kingdom,London,"13 Mallord Street, Chelsea, SW3 6DT",,https://farm8.staticflickr.com/7284/16429908162_71a0486954_z.jpg,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""Greater London Council""]",English,5953,openplaques:subject:id=5953,A. A. Milne,Milne,male,1882,1956,man,"[""author"", ""playwright"", ""father of Christopher Milne""]",author,https://en.wikipedia.org/wiki/A._A._Milne,http://dbpedia.org/resource/A._A._Milne,https://commons.wikimedia.org/wiki/Special:FilePath/A_a_milne.jpg?width=640
6046,openplaques:id=6046,Charlie Drake blue plaque,Charlie Drake,51.44385,-0.34912,United Kingdom,London,"Brinsworth House, Twickenham",2008,,blue,[],English,3806,openplaques:subject:id=3806,Charlie Drake,Drake,male,1925,2006,man,"[""comedian"", ""actor"", ""writer"", ""singer""]",comedian,https://en.wikipedia.org/wiki/Charlie_Drake,http://dbpedia.org/resource/Charlie_Drake,https://commons.wikimedia.org/wiki/Special:FilePath/Charlie_drake_1986.jpg?width=640
6442,openplaques:id=6442,Leigh Hunt blue plaque,Leigh Hunt  Poet  Born on October 19th 1784  in a house on this site  Died 1859,51.62840,-0.12580,United Kingdom,London,41/43 High Street N14,,,blue,"[""Southgate Civic Trust"", ""Southgate Reform Synagogue""]",English,978,openplaques:subject:id=978,Leigh Hunt,Hunt,male,1784,1859,man,"[""essayist"", ""poet""]",essayist,https://en.wikipedia.org/wiki/Leigh_Hunt,http://dbpedia.org/resource/Leigh_Hunt,https://commons.wikimedia.org/wiki/Special:FilePath/James_Henry_Leigh_Hunt_by_Benjamin_Robert_Haydon.jpg?width=640
6444,openplaques:id=6444,Thomas Hood plaque,Thomas Hood  1799 – 1845  Poet & humourist  Lived in  Rose Cottage  on this site,51.63550,-0.09815,United Kingdom,London,"59 Vicars Moor Lane, N21",,,,"[""London Borough of Enfield""]",English,452,openplaques:subject:id=452,Thomas Hood,Hood,male,1799,1845,man,"[""poet"", ""humourist""]",poet,https://en.wikipedia.org/wiki/Thomas_Hood,http://dbpedia.org/resource/Thomas_Hood,https://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Hood_-_Project_Gutenberg_eText_16786.jpg?width=640
6492,openplaques:id=6492,Henrietta Cresswell gold plaque,Henrietta Cresswell  1855 – 1931  writer and artist  lived here  1893 – 1899,51.63300,-0.09876,United Kingdom,London,"Station Road, Winchmore Hill, N21",,,gold,"[""London Borough of Enfield""]",English,3970,openplaques:subject:id=3970,Henrietta Cresswell,Cresswell,female,1855,1931,woman,"[""writer"", ""artist""]",writer,,,
6454,openplaques:id=6454,"William Cowper and The Bell, Enfield plaque","Site of ""The Bell""  demolished 1963  immortalised in Cowper’s poem  ""John Gilpin""  1785",51.61230,-0.06474,United Kingdom,London,"On building (ex Job Centre), Fore Street, N18 (between College Gardens and Cowper Road), Enfield",,,,"[""London Borough of Enfield""]",English,6726,openplaques:subject:id=6726,William Cowper,Cowper,male,1731,1800,man,"[""poet"", ""composer of The Olney Hymns""]",poet,https://en.wikipedia.org/wiki/William_Cowper,http://dbpedia.org/resource/William_Cowper,https://commons.wikimedia.org/wiki/Special:FilePath/William_Cowper_by_Lemuel_Francis_Abbott.jpg?width=640
7251,openplaques:id=7251,J. R. Ackerley blue plaque,J. R. Ackerley 1896-1967 writer and literary editor lived here 1941-1967,51.46720,-0.21678,United Kingdom,London,"Lower Richmond Road, Putney",2010,https://farm6.staticflickr.com/5306/5749679914_800a6b2b77_z.jpg,blue,"[""Putney Society""]",English,4179,openplaques:subject:id=4179,J. R. Ackerley,Ackerley,male,1896,1967,man,"[""writer"", ""literary editor""]",writer,https://en.wikipedia.org/wiki/J._R._Ackerley,http://dbpedia.org/resource/J._R._Ackerley,
7247,openplaques:id=7247,William Blake white plaque,William Blake was born on 28 November 1757 in a house which stood on this site.,51.51331,-0.13773,United Kingdom,London,"8 Marshall Street, SW1F 7EJ",,https://commons.wikimedia.org/wiki/Special:FilePath/William_Blake_was_born_on_28_November_1757_in_a_house_which_stood_on_this_site.JPG?width=640,white,[],English,1489,openplaques:subject:id=1489,William Blake,Blake,male,1757,1827,man,"[""poet"", ""painter"", ""artist"", ""mystic"", ""visionary""]",poet,https://en.wikipedia.org/wiki/William_Blake,http://dbpedia.org/resource/William_Blake,https://commons.wikimedia.org/wiki/Special:FilePath/William_Blake_by_Thomas_Phillips.jpg?width=640
7447,openplaques:id=7447,Robert Bloomfield plaque,In a house on this site lived Robert Bloomfield 1766-1823 poet,51.51566,-0.08874,United Kingdom,London,"Kent House, Telegraph Street",,,,[],English,4333,openplaques:subject:id=4333,Robert Bloomfield,Bloomfield,male,1766,1823,man,"[""poet""]",poet,https://en.wikipedia.org/wiki/Robert_Bloomfield,http://dbpedia.org/resource/Robert_Bloomfield,https://commons.wikimedia.org/wiki/Special:FilePath/Robert_Bloomfield.jpg?width=640
7385,openplaques:id=7385,Graham Greene blue plaque,Graham Greene 1904-1991 writer lived here 1935-1940,51.46257,-0.14376,United Kingdom,London,14 Clapham Common North Side,2011,https://commons.wikimedia.org/wiki/Special:FilePath/GRAHAM_GREENE_1904_-_1991_Writer_lived_here_1935_-_1940.jpg?width=640,blue,"[""administered by English Heritage as part of the London wide plaque scheme"", ""English Heritage""]",English,1501,openplaques:subject:id=1501,Graham Greene,Greene,male,1904,1991,man,"[""screenwriter"", ""film critic"", ""novelist"", ""writer"", ""Companion of Honour"", ""Order of Merit recipient"", ""son of Charles Henry Greene"", ""son of Marion Raymond Greene""]",screenwriter,https://en.wikipedia.org/wiki/Graham_Greene,http://dbpedia.org/resource/Graham_Greene,
8576,openplaques:id=8576,Mel Calman brown plaque,Mel Calman  1931-1994  Cartoonist and writer  Lived here 1931-1957,51.57205,-0.07708,United Kingdom,London,"64 Linthorpe Road, Hackney",,https://commons.wikimedia.org/wiki/Special:FilePath/Mel_Calman_1931-1994_Cartoonist_and_writer_Lived_here_1931-1957.jpg?width=640,brown,"[""London Borough of Hackney""]",English,5913,openplaques:subject:id=5913,Mel Calman,Calman,male,1931,1994,man,"[""cartoonist"", ""writer""]",cartoonist,https://en.wikipedia.org/wiki/Mel_Calman,http://dbpedia.org/resource/Mel_Calman,
8211,openplaques:id=8211,John Betjeman blue plaque,Betjeman Centenary  2nd September 2006  Chiltern Railways dedicate this plaque to the memory of   Sir John Betjeman  poet and friend of the railways  1906 - 1984,51.52250,-0.16375,United Kingdom,London,Melcombe Place,2006,https://farm66.staticflickr.com/65535/48643179026_92f58caf91_z.jpg,blue,"[""Chiltern Railways""]",English,129,openplaques:subject:id=129,John Betjeman,Betjeman,male,1906,1984,man,"[""poet"", ""writer"", ""broadcaster"", ""Knight Bachelor"", ""Poet Laureate of the United Kingdom"", ""friend of the railways"", ""Commander of the Most Excellent Order of the British Empire""]",poet,https://en.wikipedia.org/wiki/John_Betjeman,http://dbpedia.org/resource/John_Betjeman,https://commons.wikimedia.org/wiki/Special:FilePath/Sir_John_Betjeman_(1906-1984).jpg?width=640
8248,openplaques:id=8248,Marie Stopes green plaque,Marie Stopes 1880-1958 opened here the Mothers' Clinic. First of its kind in Britain 1921-1925,51.56483,-0.12624,United Kingdom,London,"61 Marlborough Road, N19",,https://farm9.staticflickr.com/8264/15795165512_68860d7676_z.jpg,green,"[""London Borough of Islington""]",English,2170,openplaques:subject:id=2170,Marie Stopes,Stopes,female,1880,1958,woman,"[""writer"", ""dramatist"", ""poet"", ""publicist of the campaign for sexual education"", ""advocate of family planning"", ""founder of Pioneer Birth Control Clinic"", ""courageous crusader for the rights of women"", ""palaeobotanist"", ""pioneer of family planning"", ""lecturer in palaeobotany"", ""social reformer"", ""wife of Reginald Ruggles Gates"", ""wife of Humphrey Verdon Roe"", ""mother of Harry Verdon Stopes-Roe""]",writer,https://en.wikipedia.org/wiki/Marie_Stopes,http://dbpedia.org/resource/Marie_Stopes,"https://commons.wikimedia.org/wiki/Special:FilePath/Marie_Stopes_in_her_laboratory,_1904.jpg?width=640"
8578,openplaques:id=8578,Joseph Priestley brown plaque,"Joseph Priestley Theologian, scientist & discoverer of oxygen.  Lived in a house on this  Site 1792-1794",51.55223,-0.05262,United Kingdom,London,"113 Lower Clapton Road, Hackney",,"https://commons.wikimedia.org/wiki/Special:FilePath/Joseph_Priestley_plaque_-_113_Lower_Clapton_Road,_Hackney_E5_0NP.jpg?width=640",brown,"[""London Borough of Hackney""]",English,2516,openplaques:subject:id=2516,Joseph Priestley,Priestley,male,1733,1804,man,"[""scientist"", ""philosopher"", ""theologian"", ""discoverer of oxygen"", ""Fellow of the Royal Society"", ""Doctor of Law""]",scientist,https://en.wikipedia.org/wiki/Joseph_Priestley,http://dbpedia.org/resource/Joseph_Priestley,https://commons.wikimedia.org/wiki/Special:FilePath/Priestley.jpg?width=640
8599,openplaques:id=8599,Nelson Lee brown plaque,"Nelson Lee  Actor, theatre manager &  pantomime writer  Lived here 1851-1872",51.53880,-0.06765,United Kingdom,London,"67 Shrubland Road, Hackney",,"https://commons.wikimedia.org/wiki/Special:FilePath/Nelson_Lee_Actor,_theatre_manager_&_pantomime_writer_Lived_here_1851-1872.jpg?width=640",brown,"[""London Borough of Hackney""]",English,5924,openplaques:subject:id=5924,Nelson Lee,Lee,male,1806,1872,man,"[""actor"", ""pantomime writer"", ""theatre manager""]",actor,https://en.wikipedia.org/wiki/Nelson_Lee,http://dbpedia.org/resource/Nelson_Lee,
8568,openplaques:id=8568,"William Shakespeare, Curtain Theatre, and Ben Jonson plaque",Near this site stood  The Curtain Theatre 1577-c.1627  Second English public playhouse  Here William Shakespeare acted  & plays by Shakespeare and  Ben Jonson were performed.,51.52314,-0.07972,United Kingdom,London,"18 Hewett Street, Hackney",,,,"[""London Borough of Hackney""]",English,4982,openplaques:subject:id=4982,William Shakespeare,Shakespeare,male,1564,1616,man,"[""actor"", ""playwright"", ""father of Susanna Hall"", ""husband of Anne Hathaway"", ""son of John Shakespeare"", ""son of Mary Shakespeare"", ""father of Judith Shakespeare"", ""father of Hamnet Shakespeare""]",playwright,https://en.wikipedia.org/wiki/William_Shakespeare,http://dbpedia.org/resource/William_Shakespeare,https://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare.jpg?width=640
8932,openplaques:id=8932,George Orwell white plaque,George Orwell 1903-1950 writer lived and worked in a bookshop on this site 1934-1935,51.55405,-0.16565,United Kingdom,London,Pond Street,,https://commons.wikimedia.org/wiki/Special:FilePath/George_Orwell_white_plaque.jpg?width=640,white,[],English,183,openplaques:subject:id=183,George Orwell,Orwell,male,1903,1950,man,"[""novelist"", ""political essayist"", ""essayist"", ""writer"", ""husband of Eileen Blair""]",novelist,https://en.wikipedia.org/wiki/George_Orwell,http://dbpedia.org/resource/George_Orwell,https://commons.wikimedia.org/wiki/Special:FilePath/George_Orwell_press_photo.jpg?width=640
9012,openplaques:id=9012,Noël Coward blue plaque,"Sir Noël Coward author, composer and actor lived here 1930-1956",51.49326,-0.15188,United Kingdom,London,"15 Gerald Road, Belgravia",,https://commons.wikimedia.org/wiki/Special:FilePath/Sir_Noël_Coward_author_composer_and_actor_lived_here_1930-1956.jpg?width=640,blue,[],English,4468,openplaques:subject:id=4468,Noël Coward,Coward,male,1899,1973,man,"[""songwriter"", ""actor"", ""playwright"", ""Knight Bachelor""]",songwriter,https://en.wikipedia.org/wiki/Noël_Coward,http://dbpedia.org/resource/Noël_Coward,https://commons.wikimedia.org/wiki/Special:FilePath/Noel_Coward_Allan_warren.jpg?width=640
9093,openplaques:id=9093,Isaac Newton brass plaque,"Isaac Newton, 25 December 1642 - 20 March 1727, Scientist, Mathematician, Philosopher.    Isaac Newton was born at Woolsthorpe in Lincolnshire. He entered Trinity College, Cambridge in 1660. He propounded the laws of motion, universal gravitation, optics and the basis of differential calculus. He was Master of the Mint from 1699 - 1727, President of the Royal Society from 1703 - 26 and was knighted in 1705.    He is supposed to have lived in Leicester Square, but actually lived nearby at 35 St. Martin's Street, and is buried in Westminster Abbey.    The bust is by William Calder Marshall (1874).",51.51014,-0.13043,United Kingdom,London,"Newton bust, Leicester Square",,https://farm3.staticflickr.com/2778/4039975824_f22fb7a1d5_z.jpg,brass,[],English,626,openplaques:subject:id=626,Isaac Newton,Newton,male,1642,1727,man,"[""Knight Bachelor"", ""scientist"", ""mathematician"", ""philosopher"", ""President of the Royal Society"", ""friend of Arthur Storer""]",scientist,https://en.wikipedia.org/wiki/Isaac_Newton,http://dbpedia.org/resource/Isaac_Newton,"https://commons.wikimedia.org/wiki/Special:FilePath/Sir_Isaac_Newton_by_Sir_Godfrey_Kneller,_Bt.jpg?width=640"
